,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility
68,GOOG210319P01565000,2020-11-23 11:44AM EST,1565.0,55.7,30.5,32.4,0.0,-,1,6,33.37%
69,GOOG210319P01570000,2020-12-04 10:09AM EST,1570.0,31.87,31.4,33.4,0.0,-,1,18,33.32%
70,GOOG210319P01575000,2020-12-07 10:18AM EST,1575.0,31.68,32.2,34.4,0.07,+0.22%,1,57,33.26%
71,GOOG210319P01580000,2020-12-01 9:47AM EST,1580.0,42.35,33.1,35.3,0.0,-,1,9,33.15%
72,GOOG210319P01585000,2020-11-30 1:14PM EST,1585.0,47.7,34.2,36.3,0.0,-,1,11,33.08%
73,GOOG210319P01590000,2020-11-30 3:51PM EST,1590.0,49.0,34.4,37.3,0.0,-,1,23,32.99%
74,GOOG210319P01595000,2020-12-02 9:34AM EST,1595.0,43.4,35.9,38.2,0.0,-,1,21,32.87%
75,GOOG210319P01600000,2020-12-07 2:29PM EST,1600.0,39.9,37.3,39.5,1.9,+5.00%,6,151,32.88%
76,GOOG210319P01605000,2020-12-07 1:06PM EST,1605.0,40.5,38.3,40.5,-2.4,-5.59%,1,16,32.77%
77,GOOG210319P01620000,2020-12-07 1:40PM EST,1620.0,44.8,41.6,44.0,4.3,+10.62%,1,71,32.57%
78,GOOG210319P01640000,2020-12-07 12:00PM EST,1640.0,47.76,46.2,48.6,0.16,+0.34%,1,25,32.17%
79,GOOG210319P01660000,2020-12-04 11:57AM EST,1660.0,52.0,51.7,54.0,0.0,-,1,44,31.91%
80,GOOG210319P01680000,2020-12-02 11:47AM EST,1680.0,58.79,57.4,59.9,0.0,-,6,28,31.66%
81,GOOG210319P01700000,2020-12-07 2:09PM EST,1700.0,67.75,63.2,65.9,3.6,+5.61%,24,88,31.30%
82,GOOG210319P01720000,2020-12-07 1:51PM EST,1720.0,75.14,70.1,73.7,-4.86,-6.08%,10,37,31.33%
83,GOOG210319P01740000,2020-12-07 1:08PM EST,1740.0,81.67,77.3,80.0,-7.13,-8.03%,1,51,30.79%
84,GOOG210319P01760000,2020-11-25 10:50AM EST,1760.0,112.1,84.3,87.4,0.0,-,5,64,30.43%
85,GOOG210319P01780000,2020-12-03 2:02PM EST,1780.0,95.0,93.3,97.6,0.0,-,3,37,30.68%
86,GOOG210319P01800000,2020-12-07 2:53PM EST,1800.0,105.7,101.7,105.4,2.1,+2.03%,1,45,30.14%
87,GOOG210319P01820000,2020-12-07 1:57PM EST,1820.0,118.4,110.9,115.9,7.4,+6.67%,3,9,30.17%
88,GOOG210319P01840000,2020-12-03 10:55AM EST,1840.0,119.8,121.6,124.7,0.0,-,1,8,29.62%
89,GOOG210319P01860000,2020-12-07 10:28AM EST,1860.0,130.3,132.5,136.0,-3.2,-2.40%,2,13,29.58%
90,GOOG210319P01900000,2020-12-03 9:57AM EST,1900.0,150.0,155.3,159.4,0.0,-,2,7,29.28%
91,GOOG210319P01920000,2020-11-04 3:23PM EST,1920.0,237.0,163.4,168.9,0.0,-,-,1,28.32%
92,GOOG210319P01960000,2020-12-02 11:30AM EST,1960.0,198.6,194.2,198.5,0.0,-,9,11,28.86%
93,GOOG210319P01980000,2020-11-06 3:49PM EST,1980.0,259.98,202.7,208.7,0.0,-,4,4,27.60%
94,GOOG210319P02000000,2020-11-06 3:02PM EST,2000.0,282.37,216.8,223.1,0.0,-,2,2,27.39%
95,GOOG210319P02100000,2020-11-18 2:50PM EST,2100.0,360.0,302.6,307.4,0.0,-,-,2,28.54%
96,GOOG210319P02200000,2020-11-24 1:48PM EST,2200.0,440.85,390.6,395.2,0.0,-,-,1,28.42%
97,GOOG210319P02300000,2020-11-16 1:04PM EST,2300.0,528.0,482.4,491.6,0.0,-,1,1,30.78%
