,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility
86,GOOG210618C01530000,2020-10-29 1:54PM EST,1530.0,215.3,321.7,328.0,0.0,-,-,3,28.38%
87,GOOG210618C01540000,2020-11-18 3:53PM EST,1540.0,283.2,334.5,339.5,0.0,-,2,73,33.61%
88,GOOG210618C01550000,2020-11-24 1:04PM EST,1550.0,285.8,326.8,334.1,0.0,-,5,51,34.04%
89,GOOG210618C01555000,2020-10-21 8:43AM EST,1555.0,206.1,0.0,0.0,0.0,-,2,2,0.00%
90,GOOG210618C01560000,2020-11-27 12:24PM EST,1560.0,296.0,319.3,326.4,0.0,-,1,80,33.85%
91,GOOG210618C01570000,2020-12-03 11:48AM EST,1570.0,329.3,312.0,317.3,0.0,-,1,2,33.30%
92,GOOG210618C01575000,2020-10-28 8:40AM EST,1575.0,171.4,288.9,295.3,0.0,-,-,2,28.62%
93,GOOG210618C01580000,2020-10-21 8:41AM EST,1580.0,195.37,0.0,0.0,0.0,-,1,99,0.00%
94,GOOG210618C01590000,2020-10-30 10:03AM EST,1590.0,206.89,277.9,284.7,0.0,-,1,1,28.65%
95,GOOG210618C01595000,2020-10-28 8:40AM EST,1595.0,162.4,274.4,281.2,0.0,-,-,4,28.66%
96,GOOG210618C01600000,2020-12-02 3:50PM EST,1600.0,302.0,290.1,295.7,0.0,-,4,390,32.97%
97,GOOG210618C01605000,2020-11-27 10:32AM EST,1605.0,273.93,286.5,293.6,0.0,-,1,5,33.25%
98,GOOG210618C01610000,2020-11-27 10:32AM EST,1610.0,270.49,283.0,288.6,0.0,-,1,8,32.85%
99,GOOG210618C01620000,2020-11-25 10:46AM EST,1620.0,240.25,276.0,283.0,0.0,-,1,61,33.05%
100,GOOG210618C01625000,2020-12-02 3:04PM EST,1625.0,287.65,272.7,278.1,0.0,-,1,6,32.66%
101,GOOG210618C01630000,2020-11-30 2:31PM EST,1630.0,232.8,269.2,276.0,0.0,-,1,3,32.91%
102,GOOG210618C01635000,2020-11-02 1:45PM EST,1635.0,184.79,273.6,280.8,0.0,-,1,2,34.67%
103,GOOG210618C01640000,2020-12-02 1:26PM EST,1640.0,277.3,262.1,269.2,0.0,-,1,37,32.79%
104,GOOG210618C01645000,2020-10-28 8:40AM EST,1645.0,141.4,241.0,247.2,0.0,-,-,6,28.60%
105,GOOG210618C01650000,2020-12-04 10:21AM EST,1650.0,264.02,255.7,262.4,0.0,-,3,25,32.66%
106,GOOG210618C01655000,2020-11-05 9:48AM EST,1655.0,241.3,258.5,264.9,0.0,-,1,32,33.86%
107,GOOG210618C01660000,2020-11-23 10:07AM EST,1660.0,196.0,249.2,255.7,0.0,-,1,46,32.53%
108,GOOG210618C01665000,2020-10-28 8:40AM EST,1665.0,133.6,228.3,234.3,0.0,-,4,12,28.56%
109,GOOG210618C01670000,2020-12-04 10:29AM EST,1670.0,249.97,242.5,249.2,0.0,-,1,11,32.43%
110,GOOG210618C01675000,2020-12-03 10:23AM EST,1675.0,262.23,239.5,244.6,0.0,-,1,6,32.09%
111,GOOG210618C01680000,2020-12-04 10:29AM EST,1680.0,243.59,236.3,242.7,0.0,-,1,26,32.31%
112,GOOG210618C01700000,2020-12-07 12:42PM EST,1700.0,223.1,224.7,229.1,-11.48,-4.89%,21,129,31.89%
113,GOOG210618C01720000,2020-12-03 2:46PM EST,1720.0,222.1,211.1,217.8,0.0,-,4,43,31.87%
114,GOOG210618C01740000,2020-12-03 1:50PM EST,1740.0,210.0,199.4,205.9,0.0,-,1,115,31.65%
115,GOOG210618C01760000,2020-12-07 12:41PM EST,1760.0,188.0,188.8,194.0,-9.0,-4.57%,2,372,31.37%
116,GOOG210618C01780000,2020-12-04 10:42AM EST,1780.0,185.1,177.1,183.4,0.0,-,1,95,31.26%
117,GOOG210618C01800000,2020-12-07 11:53AM EST,1800.0,169.3,166.6,172.4,-17.6,-9.42%,2,322,31.00%
118,GOOG210618C01820000,2020-12-07 3:55PM EST,1820.0,158.9,156.5,162.5,-10.6,-6.25%,3,80,30.89%
119,GOOG210618C01840000,2020-12-07 1:42PM EST,1840.0,143.2,146.5,152.5,-12.2,-7.85%,7,48,30.68%
120,GOOG210618C01860000,2020-12-07 11:02AM EST,1860.0,142.1,140.3,143.2,-3.24,-2.23%,8,246,30.53%
121,GOOG210618C01880000,2020-12-07 3:51PM EST,1880.0,129.0,128.7,134.2,-7.3,-5.36%,1,124,30.37%
122,GOOG210618C01900000,2020-12-07 2:04PM EST,1900.0,117.7,121.6,125.6,-10.3,-8.05%,4,278,30.22%
123,GOOG210618C01920000,2020-12-02 11:39AM EST,1920.0,117.3,113.5,117.4,0.0,-,1,48,30.06%
124,GOOG210618C01940000,2020-12-02 3:50PM EST,1940.0,113.22,104.7,109.6,0.0,-,2,33,29.92%
125,GOOG210618C01960000,2020-12-03 10:23AM EST,1960.0,112.45,98.1,102.2,0.0,-,1,22,29.78%
126,GOOG210618C01980000,2020-12-04 2:11PM EST,1980.0,96.75,90.6,95.2,0.0,-,5,43,29.65%
127,GOOG210618C02000000,2020-12-07 3:22PM EST,2000.0,84.19,84.0,88.5,-6.91,-7.59%,1,580,29.52%
128,GOOG210618C02100000,2020-12-07 2:04PM EST,2100.0,56.01,57.0,60.8,-6.19,-9.95%,2,426,29.01%
129,GOOG210618C02200000,2020-12-07 3:23PM EST,2200.0,38.54,37.8,41.0,-3.16,-7.58%,16,671,28.69%
130,GOOG210618C02300000,2020-12-04 9:36AM EST,2300.0,26.4,25.1,27.6,0.0,-,10,111,28.60%
131,GOOG210618C02400000,2020-12-07 11:13AM EST,2400.0,18.5,16.9,18.9,-0.2,-1.07%,2,168,28.79%
132,GOOG210618C02500000,2020-12-04 1:10PM EST,2500.0,13.1,12.2,13.3,0.0,-,2,147,29.18%
133,GOOG210618C02600000,2020-12-04 3:17PM EST,2600.0,9.4,8.4,9.8,0.0,-,4,193,29.83%
